dataset,true_grade,true_sheldon,predicted_grade,predicted_sheldon,continuous_prediction,error,company,year,cert,filename,obverse_path,reverse_path
Proof,ms63,63,MS64,64,63.75678634643555,0.7567863464355469,NGC,1883,6439909,ms63-NGC-1883-1C-6439909-006,Proof/ms63/obverse/ms63-NGC-1883-1C-6439909-006.jpg,Proof/ms63/reverse/ms63-NGC-1883-1C-6439909-006.jpg
Proof,ms63,63,MS65,65,65.00032043457031,2.0003204345703125,NGC,1891,2735566,ms63-NGC-1891-1C-2735566-041,Proof/ms63/obverse/ms63-NGC-1891-1C-2735566-041.jpg,Proof/ms63/reverse/ms63-NGC-1891-1C-2735566-041.jpg
Proof,ms63,63,MS64,64,64.32083129882812,1.320831298828125,NGC,1901,4720076,ms63-NGC-1901-1C-4720076-003,Proof/ms63/obverse/ms63-NGC-1901-1C-4720076-003.jpg,Proof/ms63/reverse/ms63-NGC-1901-1C-4720076-003.jpg
Proof,ms63,63,AU53,53,52.089447021484375,10.910552978515625,NGC,1904,4716198,ms63-NGC-1904-1C-4716198-007,Proof/ms63/obverse/ms63-NGC-1904-1C-4716198-007.jpg,Proof/ms63/reverse/ms63-NGC-1904-1C-4716198-007.jpg
Proof,ms63,63,MS66,66,65.80274200439453,2.8027420043945312,NGC,1909,1785944,ms63-NGC-1909-1C-1785944-018,Proof/ms63/obverse/ms63-NGC-1909-1C-1785944-018.jpg,Proof/ms63/reverse/ms63-NGC-1909-1C-1785944-018.jpg
Proof,ms63,63,MS63,63,63.090328216552734,0.09032821655273438,PCGS,1856,32823038,ms63-PCGS-1856-1C-32823038,Proof/ms63/obverse/ms63-PCGS-1856-1C-32823038.jpg,Proof/ms63/reverse/ms63-PCGS-1856-1C-32823038.jpg
Proof,ms63,63,MS65,65,65.1546401977539,2.1546401977539062,PCGS,1861,21131358,ms63-PCGS-1861-1C-21131358,Proof/ms63/obverse/ms63-PCGS-1861-1C-21131358.jpg,Proof/ms63/reverse/ms63-PCGS-1861-1C-21131358.jpg
Proof,ms63,63,MS66,66,65.7574462890625,2.7574462890625,PCGS,1862,36683498,ms63-PCGS-1862-1C-36683498,Proof/ms63/obverse/ms63-PCGS-1862-1C-36683498.jpg,Proof/ms63/reverse/ms63-PCGS-1862-1C-36683498.jpg
Proof,ms63,63,MS64,64,64.39834594726562,1.398345947265625,PCGS,1870,37278181,ms63-PCGS-1870-1C-37278181,Proof/ms63/obverse/ms63-PCGS-1870-1C-37278181.jpg,Proof/ms63/reverse/ms63-PCGS-1870-1C-37278181.jpg
Proof,ms63,63,MS65,65,64.51336669921875,1.51336669921875,PCGS,1873,84962925,ms63-PCGS-1873-1C-84962925,Proof/ms63/obverse/ms63-PCGS-1873-1C-84962925.jpg,Proof/ms63/reverse/ms63-PCGS-1873-1C-84962925.jpg
Proof,ms63,63,MS64,64,64.31501770019531,1.3150177001953125,PCGS,1876,34748466,ms63-PCGS-1876-1C-34748466,Proof/ms63/obverse/ms63-PCGS-1876-1C-34748466.jpg,Proof/ms63/reverse/ms63-PCGS-1876-1C-34748466.jpg
Proof,ms63,63,MS63,63,63.21881103515625,0.21881103515625,PCGS,1882,25300226,ms63-PCGS-1882-1C-25300226,Proof/ms63/obverse/ms63-PCGS-1882-1C-25300226.jpg,Proof/ms63/reverse/ms63-PCGS-1882-1C-25300226.jpg
Proof,ms63,63,MS65,65,64.73334503173828,1.7333450317382812,PCGS,1882,33069097,ms63-PCGS-1882-1C-33069097,Proof/ms63/obverse/ms63-PCGS-1882-1C-33069097.jpg,Proof/ms63/reverse/ms63-PCGS-1882-1C-33069097.jpg
Proof,ms63,63,MS64,64,64.21707153320312,1.217071533203125,PCGS,1883,36751682,ms63-PCGS-1883-1C-36751682,Proof/ms63/obverse/ms63-PCGS-1883-1C-36751682.jpg,Proof/ms63/reverse/ms63-PCGS-1883-1C-36751682.jpg
Proof,ms63,63,MS61,61,60.612083435058594,2.3879165649414062,PCGS,1885,34497201,ms63-PCGS-1885-1C-34497201,Proof/ms63/obverse/ms63-PCGS-1885-1C-34497201.jpg,Proof/ms63/reverse/ms63-PCGS-1885-1C-34497201.jpg
Proof,ms63,63,MS65,65,65.25625610351562,2.256256103515625,PCGS,1886,14833612,ms63-PCGS-1886-1C-14833612,Proof/ms63/obverse/ms63-PCGS-1886-1C-14833612.jpg,Proof/ms63/reverse/ms63-PCGS-1886-1C-14833612.jpg
Proof,ms63,63,MS61,61,61.2045783996582,1.7954216003417969,PCGS,1890,38421747,ms63-PCGS-1890-1C-38421747,Proof/ms63/obverse/ms63-PCGS-1890-1C-38421747.jpg,Proof/ms63/reverse/ms63-PCGS-1890-1C-38421747.jpg
Proof,ms63,63,MS64,64,64.40312194824219,1.4031219482421875,PCGS,1891,40045893,ms63-PCGS-1891-1C-40045893,Proof/ms63/obverse/ms63-PCGS-1891-1C-40045893.jpg,Proof/ms63/reverse/ms63-PCGS-1891-1C-40045893.jpg
Proof,ms63,63,MS63,63,62.986820220947266,0.013179779052734375,PCGS,1893,34606635,ms63-PCGS-1893-1C-34606635,Proof/ms63/obverse/ms63-PCGS-1893-1C-34606635.jpg,Proof/ms63/reverse/ms63-PCGS-1893-1C-34606635.jpg
Proof,ms63,63,MS62,62,61.57204055786133,1.4279594421386719,PCGS,1894,09352706,ms63-PCGS-1894-1C-09352706,Proof/ms63/obverse/ms63-PCGS-1894-1C-09352706.jpg,Proof/ms63/reverse/ms63-PCGS-1894-1C-09352706.jpg
Proof,ms63,63,MS65,65,64.89810180664062,1.898101806640625,PCGS,1895,32960632,ms63-PCGS-1895-1C-32960632,Proof/ms63/obverse/ms63-PCGS-1895-1C-32960632.jpg,Proof/ms63/reverse/ms63-PCGS-1895-1C-32960632.jpg
Proof,ms63,63,MS64,64,64.18367004394531,1.1836700439453125,PCGS,1896,07353692,ms63-PCGS-1896-1C-07353692,Proof/ms63/obverse/ms63-PCGS-1896-1C-07353692.jpg,Proof/ms63/reverse/ms63-PCGS-1896-1C-07353692.jpg
Proof,ms63,63,MS64,64,64.16703796386719,1.1670379638671875,PCGS,1905,35758372,ms63-PCGS-1905-1C-35758372,Proof/ms63/obverse/ms63-PCGS-1905-1C-35758372.jpg,Proof/ms63/reverse/ms63-PCGS-1905-1C-35758372.jpg
Proof,ms64,64,MS64,64,64.0830078125,0.0830078125,NGC,1856,4432137,ms64-NGC-1856-1C-4432137-001,Proof/ms64/obverse/ms64-NGC-1856-1C-4432137-001.jpg,Proof/ms64/reverse/ms64-NGC-1856-1C-4432137-001.jpg
Proof,ms64,64,MS64,64,64.10545349121094,0.1054534912109375,NGC,1878,1279022,ms64-NGC-1878-1C-1279022-026,Proof/ms64/obverse/ms64-NGC-1878-1C-1279022-026.jpg,Proof/ms64/reverse/ms64-NGC-1878-1C-1279022-026.jpg
Proof,ms64,64,MS65,65,64.535400390625,0.535400390625,NGC,1881,3749993,ms64-NGC-1881-1C-3749993-004,Proof/ms64/obverse/ms64-NGC-1881-1C-3749993-004.jpg,Proof/ms64/reverse/ms64-NGC-1881-1C-3749993-004.jpg
Proof,ms64,64,MS65,65,64.97756958007812,0.977569580078125,NGC,1883,329042,ms64-NGC-1883-1C-329042-005,Proof/ms64/obverse/ms64-NGC-1883-1C-329042-005.jpg,Proof/ms64/reverse/ms64-NGC-1883-1C-329042-005.jpg
Proof,ms64,64,MS65,65,64.77842712402344,0.7784271240234375,NGC,1883,4749298,ms64-NGC-1883-1C-4749298-001,Proof/ms64/obverse/ms64-NGC-1883-1C-4749298-001.jpg,Proof/ms64/reverse/ms64-NGC-1883-1C-4749298-001.jpg
Proof,ms64,64,MS64,64,64.0345458984375,0.0345458984375,NGC,1887,3746704,ms64-NGC-1887-1C-3746704-021,Proof/ms64/obverse/ms64-NGC-1887-1C-3746704-021.jpg,Proof/ms64/reverse/ms64-NGC-1887-1C-3746704-021.jpg
Proof,ms64,64,MS64,64,64.36199188232422,0.36199188232421875,NGC,1888,5864191,ms64-NGC-1888-1C-5864191-006,Proof/ms64/obverse/ms64-NGC-1888-1C-5864191-006.jpg,Proof/ms64/reverse/ms64-NGC-1888-1C-5864191-006.jpg
Proof,ms64,64,MS62,62,61.55073165893555,2.449268341064453,NGC,1894,4265166,ms64-NGC-1894-1C-4265166-004,Proof/ms64/obverse/ms64-NGC-1894-1C-4265166-004.jpg,Proof/ms64/reverse/ms64-NGC-1894-1C-4265166-004.jpg
Proof,ms64,64,MS62,62,62.49726867675781,1.5027313232421875,NGC,1895,1624757,ms64-NGC-1895-1C-1624757-001,Proof/ms64/obverse/ms64-NGC-1895-1C-1624757-001.jpg,Proof/ms64/reverse/ms64-NGC-1895-1C-1624757-001.jpg
Proof,ms64,64,MS66,66,65.50237274169922,1.5023727416992188,NGC,1895,622295,ms64-NGC-1895-1C-622295-003,Proof/ms64/obverse/ms64-NGC-1895-1C-622295-003.jpg,Proof/ms64/reverse/ms64-NGC-1895-1C-622295-003.jpg
Proof,ms64,64,MS65,65,65.242919921875,1.242919921875,NGC,1898,3909503,ms64-NGC-1898-1C-3909503-003,Proof/ms64/obverse/ms64-NGC-1898-1C-3909503-003.jpg,Proof/ms64/reverse/ms64-NGC-1898-1C-3909503-003.jpg
Proof,ms64,64,MS65,65,64.55245971679688,0.552459716796875,NGC,1899,3385625,ms64-NGC-1899-1C-3385625-006,Proof/ms64/obverse/ms64-NGC-1899-1C-3385625-006.jpg,Proof/ms64/reverse/ms64-NGC-1899-1C-3385625-006.jpg
Proof,ms64,64,MS65,65,64.87242126464844,0.8724212646484375,NGC,1902,4237348,ms64-NGC-1902-1C-4237348-106,Proof/ms64/obverse/ms64-NGC-1902-1C-4237348-106.jpg,Proof/ms64/reverse/ms64-NGC-1902-1C-4237348-106.jpg
Proof,ms64,64,MS64,64,64.46575927734375,0.46575927734375,NGC,1904,3660319,ms64-NGC-1904-1C-3660319-009,Proof/ms64/obverse/ms64-NGC-1904-1C-3660319-009.jpg,Proof/ms64/reverse/ms64-NGC-1904-1C-3660319-009.jpg
Proof,ms64,64,MS65,65,65.43093872070312,1.430938720703125,NGC,1907,144586,ms64-NGC-1907-1C-144586-001,Proof/ms64/obverse/ms64-NGC-1907-1C-144586-001.jpg,Proof/ms64/reverse/ms64-NGC-1907-1C-144586-001.jpg
Proof,ms64,64,MS65,65,65.15633392333984,1.1563339233398438,NGC,1907,3521308,ms64-NGC-1907-1C-3521308-014,Proof/ms64/obverse/ms64-NGC-1907-1C-3521308-014.jpg,Proof/ms64/reverse/ms64-NGC-1907-1C-3521308-014.jpg
Proof,ms64,64,MS66,66,65.88145446777344,1.8814544677734375,NGC,1908,3229704,ms64-NGC-1908-1C-3229704-019,Proof/ms64/obverse/ms64-NGC-1908-1C-3229704-019.jpg,Proof/ms64/reverse/ms64-NGC-1908-1C-3229704-019.jpg
Proof,ms64,64,MS65,65,64.95103454589844,0.9510345458984375,PCGS,1859,21714657,ms64-PCGS-1859-1C-21714657,Proof/ms64/obverse/ms64-PCGS-1859-1C-21714657.jpg,Proof/ms64/reverse/ms64-PCGS-1859-1C-21714657.jpg
Proof,ms64,64,MS65,65,64.71734619140625,0.71734619140625,PCGS,1859,33093709,ms64-PCGS-1859-1C-33093709,Proof/ms64/obverse/ms64-PCGS-1859-1C-33093709.jpg,Proof/ms64/reverse/ms64-PCGS-1859-1C-33093709.jpg
Proof,ms64,64,MS65,65,65.4758529663086,1.4758529663085938,PCGS,1862,43761288,ms64-PCGS-1862-1C-43761288,Proof/ms64/obverse/ms64-PCGS-1862-1C-43761288.jpg,Proof/ms64/reverse/ms64-PCGS-1862-1C-43761288.jpg
Proof,ms64,64,MS65,65,65.30948638916016,1.3094863891601562,PCGS,1863,31503816,ms64-PCGS-1863-1C-31503816,Proof/ms64/obverse/ms64-PCGS-1863-1C-31503816.jpg,Proof/ms64/reverse/ms64-PCGS-1863-1C-31503816.jpg
Proof,ms64,64,MS64,64,64.32877349853516,0.32877349853515625,PCGS,1863,81766620,ms64-PCGS-1863-1C-81766620,Proof/ms64/obverse/ms64-PCGS-1863-1C-81766620.jpg,Proof/ms64/reverse/ms64-PCGS-1863-1C-81766620.jpg
Proof,ms64,64,MS64,64,63.89113998413086,0.10886001586914062,PCGS,1865,31869530,ms64-PCGS-1865-1C-31869530,Proof/ms64/obverse/ms64-PCGS-1865-1C-31869530.jpg,Proof/ms64/reverse/ms64-PCGS-1865-1C-31869530.jpg
Proof,ms64,64,MS65,65,65.14363861083984,1.1436386108398438,PCGS,1867,01390403,ms64-PCGS-1867-1C-01390403,Proof/ms64/obverse/ms64-PCGS-1867-1C-01390403.jpg,Proof/ms64/reverse/ms64-PCGS-1867-1C-01390403.jpg
Proof,ms64,64,MS66,66,65.58196258544922,1.5819625854492188,PCGS,1868,34423249,ms64-PCGS-1868-1C-34423249,Proof/ms64/obverse/ms64-PCGS-1868-1C-34423249.jpg,Proof/ms64/reverse/ms64-PCGS-1868-1C-34423249.jpg
Proof,ms64,64,MS65,65,65.37676239013672,1.3767623901367188,PCGS,1869,34596159,ms64-PCGS-1869-1C-34596159,Proof/ms64/obverse/ms64-PCGS-1869-1C-34596159.jpg,Proof/ms64/reverse/ms64-PCGS-1869-1C-34596159.jpg
Proof,ms64,64,MS65,65,65.35928344726562,1.359283447265625,PCGS,1870,24298025,ms64-PCGS-1870-1C-24298025,Proof/ms64/obverse/ms64-PCGS-1870-1C-24298025.jpg,Proof/ms64/reverse/ms64-PCGS-1870-1C-24298025.jpg
Proof,ms64,64,MS65,65,64.97632598876953,0.9763259887695312,PCGS,1871,03404365,ms64-PCGS-1871-1C-03404365,Proof/ms64/obverse/ms64-PCGS-1871-1C-03404365.jpg,Proof/ms64/reverse/ms64-PCGS-1871-1C-03404365.jpg
Proof,ms64,64,MS65,65,65.1138916015625,1.1138916015625,PCGS,1872,24864489,ms64-PCGS-1872-1C-24864489,Proof/ms64/obverse/ms64-PCGS-1872-1C-24864489.jpg,Proof/ms64/reverse/ms64-PCGS-1872-1C-24864489.jpg
Proof,ms64,64,MS65,65,65.30770111083984,1.3077011108398438,PCGS,1872,25660367,ms64-PCGS-1872-1C-25660367,Proof/ms64/obverse/ms64-PCGS-1872-1C-25660367.jpg,Proof/ms64/reverse/ms64-PCGS-1872-1C-25660367.jpg
Proof,ms64,64,MS65,65,65.03917694091797,1.0391769409179688,PCGS,1873,03925628,ms64-PCGS-1873-1C-03925628,Proof/ms64/obverse/ms64-PCGS-1873-1C-03925628.jpg,Proof/ms64/reverse/ms64-PCGS-1873-1C-03925628.jpg
Proof,ms64,64,MS64,64,64.07217407226562,0.072174072265625,PCGS,1873,25622736,ms64-PCGS-1873-1C-25622736,Proof/ms64/obverse/ms64-PCGS-1873-1C-25622736.jpg,Proof/ms64/reverse/ms64-PCGS-1873-1C-25622736.jpg
Proof,ms64,64,MS64,64,64.22108459472656,0.2210845947265625,PCGS,1873,83982499,ms64-PCGS-1873-1C-83982499,Proof/ms64/obverse/ms64-PCGS-1873-1C-83982499.jpg,Proof/ms64/reverse/ms64-PCGS-1873-1C-83982499.jpg
Proof,ms64,64,MS66,66,65.6952133178711,1.6952133178710938,PCGS,1874,06030826,ms64-PCGS-1874-1C-06030826,Proof/ms64/obverse/ms64-PCGS-1874-1C-06030826.jpg,Proof/ms64/reverse/ms64-PCGS-1874-1C-06030826.jpg
Proof,ms64,64,MS62,62,61.85795593261719,2.1420440673828125,PCGS,1874,34473931,ms64-PCGS-1874-1C-34473931,Proof/ms64/obverse/ms64-PCGS-1874-1C-34473931.jpg,Proof/ms64/reverse/ms64-PCGS-1874-1C-34473931.jpg
Proof,ms64,64,MS65,65,65.44258117675781,1.4425811767578125,PCGS,1874,34748464,ms64-PCGS-1874-1C-34748464,Proof/ms64/obverse/ms64-PCGS-1874-1C-34748464.jpg,Proof/ms64/reverse/ms64-PCGS-1874-1C-34748464.jpg
Proof,ms64,64,MS66,66,65.5040054321289,1.5040054321289062,PCGS,1875,38397357,ms64-PCGS-1875-1C-38397357,Proof/ms64/obverse/ms64-PCGS-1875-1C-38397357.jpg,Proof/ms64/reverse/ms64-PCGS-1875-1C-38397357.jpg
Proof,ms64,64,MS65,65,65.02197265625,1.02197265625,PCGS,1875,42813354,ms64-PCGS-1875-1C-42813354,Proof/ms64/obverse/ms64-PCGS-1875-1C-42813354.jpg,Proof/ms64/reverse/ms64-PCGS-1875-1C-42813354.jpg
Proof,ms64,64,MS62,62,62.036964416503906,1.9630355834960938,PCGS,1877,40569631,ms64-PCGS-1877-1C-40569631,Proof/ms64/obverse/ms64-PCGS-1877-1C-40569631.jpg,Proof/ms64/reverse/ms64-PCGS-1877-1C-40569631.jpg
Proof,ms64,64,MS64,64,64.10401916503906,0.1040191650390625,PCGS,1877,41703673,ms64-PCGS-1877-1C-41703673,Proof/ms64/obverse/ms64-PCGS-1877-1C-41703673.jpg,Proof/ms64/reverse/ms64-PCGS-1877-1C-41703673.jpg
Proof,ms64,64,MS65,65,64.86848449707031,0.8684844970703125,PCGS,1880,13378410,ms64-PCGS-1880-1C-13378410,Proof/ms64/obverse/ms64-PCGS-1880-1C-13378410.jpg,Proof/ms64/reverse/ms64-PCGS-1880-1C-13378410.jpg
Proof,ms64,64,MS61,61,61.134483337402344,2.8655166625976562,PCGS,1880,28911652,ms64-PCGS-1880-1C-28911652,Proof/ms64/obverse/ms64-PCGS-1880-1C-28911652.jpg,Proof/ms64/reverse/ms64-PCGS-1880-1C-28911652.jpg
Proof,ms64,64,MS65,65,65.08971405029297,1.0897140502929688,PCGS,1880,30824615,ms64-PCGS-1880-1C-30824615,Proof/ms64/obverse/ms64-PCGS-1880-1C-30824615.jpg,Proof/ms64/reverse/ms64-PCGS-1880-1C-30824615.jpg
Proof,ms64,64,MS64,64,64.48429870605469,0.4842987060546875,PCGS,1880,32648993,ms64-PCGS-1880-1C-32648993,Proof/ms64/obverse/ms64-PCGS-1880-1C-32648993.jpg,Proof/ms64/reverse/ms64-PCGS-1880-1C-32648993.jpg
Proof,ms64,64,MS64,64,63.82855987548828,0.17144012451171875,PCGS,1880,83597075,ms64-PCGS-1880-1C-83597075,Proof/ms64/obverse/ms64-PCGS-1880-1C-83597075.jpg,Proof/ms64/reverse/ms64-PCGS-1880-1C-83597075.jpg
Proof,ms64,64,MS63,63,62.63753890991211,1.3624610900878906,PCGS,1881,06254387,ms64-PCGS-1881-1C-06254387,Proof/ms64/obverse/ms64-PCGS-1881-1C-06254387.jpg,Proof/ms64/reverse/ms64-PCGS-1881-1C-06254387.jpg
Proof,ms64,64,MS65,65,65.44999694824219,1.4499969482421875,PCGS,1881,34748471,ms64-PCGS-1881-1C-34748471,Proof/ms64/obverse/ms64-PCGS-1881-1C-34748471.jpg,Proof/ms64/reverse/ms64-PCGS-1881-1C-34748471.jpg
Proof,ms64,64,MS63,63,63.02123260498047,0.9787673950195312,PCGS,1882,32663341,ms64-PCGS-1882-1C-32663341,Proof/ms64/obverse/ms64-PCGS-1882-1C-32663341.jpg,Proof/ms64/reverse/ms64-PCGS-1882-1C-32663341.jpg
Proof,ms64,64,MS63,63,63.24003982543945,0.7599601745605469,PCGS,1883,32469625,ms64-PCGS-1883-1C-32469625,Proof/ms64/obverse/ms64-PCGS-1883-1C-32469625.jpg,Proof/ms64/reverse/ms64-PCGS-1883-1C-32469625.jpg
Proof,ms64,64,MS65,65,65.04908752441406,1.0490875244140625,PCGS,1884,29514503,ms64-PCGS-1884-1C-29514503,Proof/ms64/obverse/ms64-PCGS-1884-1C-29514503.jpg,Proof/ms64/reverse/ms64-PCGS-1884-1C-29514503.jpg
Proof,ms64,64,MS64,64,63.986351013183594,0.01364898681640625,PCGS,1884,83484586,ms64-PCGS-1884-1C-83484586,Proof/ms64/obverse/ms64-PCGS-1884-1C-83484586.jpg,Proof/ms64/reverse/ms64-PCGS-1884-1C-83484586.jpg
Proof,ms64,64,MS64,64,64.39625549316406,0.3962554931640625,PCGS,1885,32989780,ms64-PCGS-1885-1C-32989780,Proof/ms64/obverse/ms64-PCGS-1885-1C-32989780.jpg,Proof/ms64/reverse/ms64-PCGS-1885-1C-32989780.jpg
Proof,ms64,64,MS60,60,59.2300910949707,4.769908905029297,PCGS,1886,32876606,ms64-PCGS-1886-1C-32876606,Proof/ms64/obverse/ms64-PCGS-1886-1C-32876606.jpg,Proof/ms64/reverse/ms64-PCGS-1886-1C-32876606.jpg
Proof,ms64,64,MS65,65,65.19390869140625,1.19390869140625,PCGS,1886,83600542,ms64-PCGS-1886-1C-83600542,Proof/ms64/obverse/ms64-PCGS-1886-1C-83600542.jpg,Proof/ms64/reverse/ms64-PCGS-1886-1C-83600542.jpg
Proof,ms64,64,MS64,64,64.30341339111328,0.30341339111328125,PCGS,1887,40184851,ms64-PCGS-1887-1C-40184851,Proof/ms64/obverse/ms64-PCGS-1887-1C-40184851.jpg,Proof/ms64/reverse/ms64-PCGS-1887-1C-40184851.jpg
Proof,ms64,64,MS64,64,64.46220397949219,0.4622039794921875,PCGS,1888,09277626,ms64-PCGS-1888-1C-09277626,Proof/ms64/obverse/ms64-PCGS-1888-1C-09277626.jpg,Proof/ms64/reverse/ms64-PCGS-1888-1C-09277626.jpg
Proof,ms64,64,MS64,64,63.6254768371582,0.3745231628417969,PCGS,1889,03931105,ms64-PCGS-1889-1C-03931105,Proof/ms64/obverse/ms64-PCGS-1889-1C-03931105.jpg,Proof/ms64/reverse/ms64-PCGS-1889-1C-03931105.jpg
Proof,ms64,64,MS65,65,64.70127868652344,0.7012786865234375,PCGS,1889,12523286,ms64-PCGS-1889-1C-12523286,Proof/ms64/obverse/ms64-PCGS-1889-1C-12523286.jpg,Proof/ms64/reverse/ms64-PCGS-1889-1C-12523286.jpg
Proof,ms64,64,MS65,65,65.25724029541016,1.2572402954101562,PCGS,1889,32899231,ms64-PCGS-1889-1C-32899231,Proof/ms64/obverse/ms64-PCGS-1889-1C-32899231.jpg,Proof/ms64/reverse/ms64-PCGS-1889-1C-32899231.jpg
Proof,ms64,64,MS65,65,65.07300567626953,1.0730056762695312,PCGS,1889,34033626,ms64-PCGS-1889-1C-34033626,Proof/ms64/obverse/ms64-PCGS-1889-1C-34033626.jpg,Proof/ms64/reverse/ms64-PCGS-1889-1C-34033626.jpg
Proof,ms64,64,MS66,66,65.71369171142578,1.7136917114257812,PCGS,1889,34748495,ms64-PCGS-1889-1C-34748495,Proof/ms64/obverse/ms64-PCGS-1889-1C-34748495.jpg,Proof/ms64/reverse/ms64-PCGS-1889-1C-34748495.jpg
Proof,ms64,64,MS65,65,64.75051879882812,0.750518798828125,PCGS,1890,29802279,ms64-PCGS-1890-1C-29802279,Proof/ms64/obverse/ms64-PCGS-1890-1C-29802279.jpg,Proof/ms64/reverse/ms64-PCGS-1890-1C-29802279.jpg
Proof,ms64,64,MS65,65,64.63836669921875,0.63836669921875,PCGS,1891,02103691,ms64-PCGS-1891-1C-02103691,Proof/ms64/obverse/ms64-PCGS-1891-1C-02103691.jpg,Proof/ms64/reverse/ms64-PCGS-1891-1C-02103691.jpg
Proof,ms64,64,MS65,65,65.0999755859375,1.0999755859375,PCGS,1891,06604937,ms64-PCGS-1891-1C-06604937,Proof/ms64/obverse/ms64-PCGS-1891-1C-06604937.jpg,Proof/ms64/reverse/ms64-PCGS-1891-1C-06604937.jpg
